SAPCE3 Personal consumption expenditures (PCE) by state by type of product 1/,,,,
SAPCE3 Personal consumption expenditures (PCE) by state by type of product 1/,,,,
State or DC,,,,
GeoFips,GeoName,LineCode,Description,2021
10000,Delaware,81,      Food services and accommodations,3460.5
10000,Delaware,82,        Food services,3093.9
10000,Delaware,83,          Purchased meals and beverages,3015.7
10000,Delaware,84,          Food furnished to employees (including military),78.2
10000,Delaware,85,        Accommodations,366.7
10000,Delaware,86,      Financial services and insurance,3795.3
10000,Delaware,87,        Financial services,2314.9
10000,Delaware,88,          Financial services furnished without payment,983.1
10000,Delaware,89,"          Financial service charges, fees, and commissions",1331.9
10000,Delaware,90,        Insurance,1480.4
10000,Delaware,91,          Life insurance,286.6
10000,Delaware,92,          Net household insurance,44.9
10000,Delaware,93,          Net health insurance,814.9
10000,Delaware,94,          Net motor vehicle and other transportation insurance,334.1
10000,Delaware,95,      Other services,4509.6
10000,Delaware,96,        Communication,588.5
10000,Delaware,97,          Telecommunication services,383.9
10000,Delaware,98,          Postal and delivery services,38.5
10000,Delaware,99,          Internet access,166.1
10000,Delaware,100,        Education services,1153.4
10000,Delaware,101,          Higher education,752.1
10000,Delaware,102,"          Nursery, elementary, and secondary schools",194.4
10000,Delaware,103,          Commercial and vocational schools,207
10000,Delaware,104,        Professional and other services,1215.4
10000,Delaware,105,        Personal care and clothing services,364.9
10000,Delaware,106,        Social services and religious activities,706.5
10000,Delaware,107,        Household maintenance,438.4
10000,Delaware,108,        Net foreign travel,42.5
10000,Delaware,109,          Foreign travel by U.S. residents,290.2
10000,Delaware,110,          Less: Expenditures in the United States by nonresidents,247.7
10000,Delaware,111,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),1480.9
10000,Delaware,112,      Gross output of nonprofit institutions,5119.7
10000,Delaware,113,      Less: Receipts from sales of goods and services by nonprofit institutions,3638.8
11000,District of Columbia,1,Personal consumption expenditures,52805.9
11000,District of Columbia,2,  Goods,15673.6
11000,District of Columbia,3,    Durable goods,5652.4
11000,District of Columbia,4,      Motor vehicles and parts,1539.5
11000,District of Columbia,5,        New motor vehicles,713.6
11000,District of Columbia,6,        Net purchases of used motor vehicles,637.5
11000,District of Columbia,7,        Motor vehicle parts and accessories,188.5
11000,District of Columbia,8,      Furnishings and durable household equipment,1191.4
11000,District of Columbia,9,        Furniture and furnishings,792.9
11000,District of Columbia,10,        Household appliances,177.6
11000,District of Columbia,11,"        Glassware, tableware, and household utensils",121.3
11000,District of Columbia,12,        Tools and equipment for house and garden,99.6
11000,District of Columbia,13,      Recreational goods and vehicles,2096.6
11000,District of Columbia,14,"        Video, audio, photographic, and information processing equipment and media",1693.6
11000,District of Columbia,15,"        Sporting equipment, supplies, guns, and ammunition",163.7
11000,District of Columbia,16,        Sports and recreational vehicles,41.1
11000,District of Columbia,17,        Recreational books,175.8
11000,District of Columbia,18,        Musical instruments,22.4
11000,District of Columbia,19,      Other durable goods,824.9
11000,District of Columbia,20,        Jewelry and watches,237.6
11000,District of Columbia,21,        Therapeutic appliances and equipment,183.9
11000,District of Columbia,22,        Educational books,143.6
11000,District of Columbia,23,        Luggage and similar personal items,176.1
11000,District of Columbia,24,        Telephone and related communication equipment,83.8
11000,District of Columbia,25,    Nondurable goods,10021.2
11000,District of Columbia,26,      Food and beverages purchased for off-premises consumption,4181.5
11000,District of Columbia,27,        Food and nonalcoholic beverages purchased for off-premises consumption,3522.7
11000,District of Columbia,28,        Alcoholic beverages purchased for off-premises consumption,658.8
11000,District of Columbia,29,        Food produced and consumed on farms,0
11000,District of Columbia,30,      Clothing and footwear,1652.1
11000,District of Columbia,31,        Garments,1265.5
11000,District of Columbia,32,          Women's and girls' clothing,782.8
11000,District of Columbia,33,          Men's and boys' clothing,405.5
11000,District of Columbia,34,          Children's and infants' clothing,77.2
11000,District of Columbia,35,        Other clothing materials and footwear,386.7
11000,District of Columbia,36,      Gasoline and other energy goods,800.9
11000,District of Columbia,37,"        Motor vehicle fuels, lubricants, and fluids",778.4
11000,District of Columbia,38,        Fuel oil and other fuels,22.4
11000,District of Columbia,39,      Other nondurable goods,3386.7
11000,District of Columbia,40,        Pharmaceutical and other medical products,1392.6
11000,District of Columbia,41,        Recreational items,531.7
11000,District of Columbia,42,        Household supplies,508.4
11000,District of Columbia,43,        Personal care products,555.1
11000,District of Columbia,44,        Tobacco,121.2
11000,District of Columbia,45,"        Magazines, newspapers, and stationery",277.7
11000,District of Columbia,47,  Services,37132.3
11000,District of Columbia,48,    Household consumption expenditures (for services),35251.3
11000,District of Columbia,49,      Housing and utilities,8437.9
11000,District of Columbia,50,        Housing,7830.8
11000,District of Columbia,51,          Rental of tenant-occupied nonfarm housing,3351
11000,District of Columbia,52,          Imputed rental of owner-occupied nonfarm housing,4475.7
11000,District of Columbia,53,          Rental value of farm dwellings,0
11000,District of Columbia,54,          Group housing,4.1
11000,District of Columbia,55,        Household utilities,607.1
11000,District of Columbia,56,          Water supply and sanitation,194.2
11000,District of Columbia,57,          Electricity and gas,413
11000,District of Columbia,58,            Electricity,300.2
11000,District of Columbia,59,            Natural gas,112.7
11000,District of Columbia,60,      Health care,8175
11000,District of Columbia,61,        Outpatient services,3553.2
11000,District of Columbia,62,          Physician services,1972
11000,District of Columbia,63,          Dental services,282.7
11000,District of Columbia,64,          Paramedical services,1298.5
11000,District of Columbia,65,        Hospital and nursing home services,4621.9
11000,District of Columbia,66,          Hospitals,4114.5
11000,District of Columbia,67,          Nursing homes,507.4
11000,District of Columbia,68,      Transportation services,2064.3
11000,District of Columbia,69,        Motor vehicle services,1084.7
11000,District of Columbia,70,          Motor vehicle maintenance and repair,658.5
11000,District of Columbia,71,          Other motor vehicle services,426.1
11000,District of Columbia,72,        Public transportation,979.7
11000,District of Columbia,73,          Ground transportation,380.6
11000,District of Columbia,74,          Air transportation,580.9
11000,District of Columbia,75,          Water transportation,18.1
11000,District of Columbia,76,      Recreation services,1247.9
11000,District of Columbia,77,"        Membership clubs, sports centers, parks, theaters, and museums",182.6
11000,District of Columbia,78,"        Audio-video, photographic, and information processing equipment services",321.9
11000,District of Columbia,79,        Gambling,557.9
11000,District of Columbia,80,        Other recreational services,185.5
11000,District of Columbia,81,      Food services and accommodations,3079.1
11000,District of Columbia,82,        Food services,2720
11000,District of Columbia,83,          Purchased meals and beverages,2637.9
11000,District of Columbia,84,          Food furnished to employees (including military),82.2
11000,District of Columbia,85,        Accommodations,359
11000,District of Columbia,86,      Financial services and insurance,3678.9
11000,District of Columbia,87,        Financial services,2621.2
11000,District of Columbia,88,          Financial services furnished without payment,1181.4
11000,District of Columbia,89,"          Financial service charges, fees, and commissions",1439.7
11000,District of Columbia,90,        Insurance,1057.7
11000,District of Columbia,91,          Life insurance,334.1
11000,District of Columbia,92,          Net household insurance,35.7
11000,District of Columbia,93,          Net health insurance,481
11000,District of Columbia,94,          Net motor vehicle and other transportation insurance,206.9
11000,District of Columbia,95,      Other services,8568.1
11000,District of Columbia,96,        Communication,790
11000,District of Columbia,97,          Telecommunication services,518.7
11000,District of Columbia,98,          Postal and delivery services,32.4
11000,District of Columbia,99,          Internet access,238.9
11000,District of Columbia,100,        Education services,854.3
11000,District of Columbia,101,          Higher education,398
11000,District of Columbia,102,"          Nursery, elementary, and secondary schools",242.7
11000,District of Columbia,103,          Commercial and vocational schools,213.6
11000,District of Columbia,104,        Professional and other services,892.9
11000,District of Columbia,105,        Personal care and clothing services,272.7
11000,District of Columbia,106,        Social services and religious activities,5453.1
11000,District of Columbia,107,        Household maintenance,335.7
11000,District of Columbia,108,        Net foreign travel,-30.6
11000,District of Columbia,109,          Foreign travel by U.S. residents,202
11000,District of Columbia,110,          Less: Expenditures in the United States by nonresidents,232.6
11000,District of Columbia,111,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),1881
11000,District of Columbia,112,      Gross output of nonprofit institutions,6074.8
11000,District of Columbia,113,      Less: Receipts from sales of goods and services by nonprofit institutions,4193.8
12000,Florida,1,Personal consumption expenditures,1104068.5
12000,Florida,2,  Goods,380884.4
12000,Florida,3,    Durable goods,159055.8
12000,Florida,4,      Motor vehicles and parts,48887.1
12000,Florida,5,        New motor vehicles,26598.4
12000,Florida,6,        Net purchases of used motor vehicles,16534.9
12000,Florida,7,        Motor vehicle parts and accessories,5753.8
12000,Florida,8,      Furnishings and durable household equipment,39418.8
12000,Florida,9,        Furniture and furnishings,26909.4
12000,Florida,10,        Household appliances,5257.3
12000,Florida,11,"        Glassware, tableware, and household utensils",4360
12000,Florida,12,        Tools and equipment for house and garden,2892
12000,Florida,13,      Recreational goods and vehicles,48708.7
12000,Florida,14,"        Video, audio, photographic, and information processing equipment and media",28158.8
12000,Florida,15,"        Sporting equipment, supplies, guns, and ammunition",7208.1
12000,Florida,16,        Sports and recreational vehicles,11944.9
12000,Florida,17,        Recreational books,649.6
12000,Florida,18,        Musical instruments,747.3
12000,Florida,19,      Other durable goods,22041.2
12000,Florida,20,        Jewelry and watches,9836.1
12000,Florida,21,        Therapeutic appliances and equipment,6309.9
12000,Florida,22,        Educational books,773.3
12000,Florida,23,        Luggage and similar personal items,2353
12000,Florida,24,        Telephone and related communication equipment,2768.9
12000,Florida,25,    Nondurable goods,221828.6
12000,Florida,26,      Food and beverages purchased for off-premises consumption,84644.5
12000,Florida,27,        Food and nonalcoholic beverages purchased for off-premises consumption,72182.7
12000,Florida,28,        Alcoholic beverages purchased for off-premises consumption,12454
12000,Florida,29,        Food produced and consumed on farms,7.8
12000,Florida,30,      Clothing and footwear,26263.7
12000,Florida,31,        Garments,19893.7
12000,Florida,32,          Women's and girls' clothing,12132.2
12000,Florida,33,          Men's and boys' clothing,6436.8
12000,Florida,34,          Children's and infants' clothing,1324.7
12000,Florida,35,        Other clothing materials and footwear,6370
12000,Florida,36,      Gasoline and other energy goods,19807.5
12000,Florida,37,"        Motor vehicle fuels, lubricants, and fluids",19028
12000,Florida,38,        Fuel oil and other fuels,779.6
12000,Florida,39,      Other nondurable goods,91112.9
12000,Florida,40,        Pharmaceutical and other medical products,34310.1
12000,Florida,41,        Recreational items,15599.7
12000,Florida,42,        Household supplies,13513.4
12000,Florida,43,        Personal care products,12174.2
12000,Florida,44,        Tobacco,7257.3
12000,Florida,45,"        Magazines, newspapers, and stationery",8258.1
12000,Florida,47,  Services,723184.1
12000,Florida,48,    Household consumption expenditures (for services),717632.1
12000,Florida,49,      Housing and utilities,210316.4
12000,Florida,50,        Housing,188120.4
12000,Florida,51,          Rental of tenant-occupied nonfarm housing,37480.4
12000,Florida,52,          Imputed rental of owner-occupied nonfarm housing,150054.8
12000,Florida,53,          Rental value of farm dwellings,510.8
12000,Florida,54,          Group housing,74.4
12000,Florida,55,        Household utilities,22196
12000,Florida,56,          Water supply and sanitation,7385.5
12000,Florida,57,          Electricity and gas,14810.5
12000,Florida,58,            Electricity,14245.2
12000,Florida,59,            Natural gas,565.3
12000,Florida,60,      Health care,167182.6
12000,Florida,61,        Outpatient services,83768.1
12000,Florida,62,          Physician services,46742.3
12000,Florida,63,          Dental services,8711.7
12000,Florida,64,          Paramedical services,28314.1
12000,Florida,65,        Hospital and nursing home services,83414.5
12000,Florida,66,          Hospitals,71805.3
12000,Florida,67,          Nursing homes,11609.2
12000,Florida,68,      Transportation services,30802.9
12000,Florida,69,        Motor vehicle services,16090.9
12000,Florida,70,          Motor vehicle maintenance and repair,9971
12000,Florida,71,          Other motor vehicle services,6119.9
12000,Florida,72,        Public transportation,14712
12000,Florida,73,          Ground transportation,1557.6
12000,Florida,74,          Air transportation,12919.1
12000,Florida,75,          Water transportation,235.3
12000,Florida,76,      Recreation services,37290.4
12000,Florida,77,"        Membership clubs, sports centers, parks, theaters, and museums",10451.1
12000,Florida,78,"        Audio-video, photographic, and information processing equipment services",13160.6
12000,Florida,79,        Gambling,7717.5
12000,Florida,80,        Other recreational services,5961.2
12000,Florida,81,      Food services and accommodations,83408
12000,Florida,82,        Food services,70943.4
12000,Florida,83,          Purchased meals and beverages,69445.2
12000,Florida,84,          Food furnished to employees (including military),1498.2
12000,Florida,85,        Accommodations,12464.6
12000,Florida,86,      Financial services and insurance,110144.7
12000,Florida,87,        Financial services,66900.8
12000,Florida,88,          Financial services furnished without payment,30717.2
12000,Florida,89,"          Financial service charges, fees, and commissions",36183.6
12000,Florida,90,        Insurance,43243.9
12000,Florida,91,          Life insurance,6137.3
12000,Florida,92,          Net household insurance,1422.6
12000,Florida,93,          Net health insurance,24023.9
12000,Florida,94,          Net motor vehicle and other transportation insurance,11660
12000,Florida,95,      Other services,78487.1
12000,Florida,96,        Communication,16394.1
12000,Florida,97,          Telecommunication services,10408.9
12000,Florida,98,          Postal and delivery services,1014.6
12000,Florida,99,          Internet access,4970.7
12000,Florida,100,        Education services,13531
12000,Florida,101,          Higher education,6076.4
12000,Florida,102,"          Nursery, elementary, and secondary schools",2762.8
12000,Florida,103,          Commercial and vocational schools,4691.9
12000,Florida,104,        Professional and other services,11145.3
12000,Florida,105,        Personal care and clothing services,16269.5
12000,Florida,106,        Social services and religious activities,12461.7
12000,Florida,107,        Household maintenance,8026.4
12000,Florida,108,        Net foreign travel,659
12000,Florida,109,          Foreign travel by U.S. residents,6670.1
12000,Florida,110,          Less: Expenditures in the United States by nonresidents,6011.1
12000,Florida,111,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),5552
12000,Florida,112,      Gross output of nonprofit institutions,60533.9
12000,Florida,113,      Less: Receipts from sales of goods and services by nonprofit institutions,54982
13000,Georgia,1,Personal consumption expenditures,469588.7
13000,Georgia,2,  Goods,176907.9
13000,Georgia,3,    Durable goods,64240
13000,Georgia,4,      Motor vehicles and parts,24245.6
13000,Georgia,5,        New motor vehicles,12317.7
13000,Georgia,6,        Net purchases of used motor vehicles,9232.5
13000,Georgia,7,        Motor vehicle parts and accessories,2695.4
13000,Georgia,8,      Furnishings and durable household equipment,14683.7
13000,Georgia,9,        Furniture and furnishings,9573.8
13000,Georgia,10,        Household appliances,2137.9
13000,Georgia,11,"        Glassware, tableware, and household utensils",1834.7
13000,Georgia,12,        Tools and equipment for house and garden,1137.4
13000,Georgia,13,      Recreational goods and vehicles,17107.3
13000,Georgia,14,"        Video, audio, photographic, and information processing equipment and media",10521.5
13000,Georgia,15,"        Sporting equipment, supplies, guns, and ammunition",3429.1
13000,Georgia,16,        Sports and recreational vehicles,2525.8
13000,Georgia,17,        Recreational books,442.5
13000,Georgia,18,        Musical instruments,188.2
13000,Georgia,19,      Other durable goods,8203.5
13000,Georgia,20,        Jewelry and watches,3018.7
13000,Georgia,21,        Therapeutic appliances and equipment,2712.6
13000,Georgia,22,        Educational books,133.2
13000,Georgia,23,        Luggage and similar personal items,1417.1
13000,Georgia,24,        Telephone and related communication equipment,921.8
13000,Georgia,25,    Nondurable goods,112667.8
13000,Georgia,26,      Food and beverages purchased for off-premises consumption,39947.9
13000,Georgia,27,        Food and nonalcoholic beverages purchased for off-premises consumption,34123.4
13000,Georgia,28,        Alcoholic beverages purchased for off-premises consumption,5815.6
13000,Georgia,29,        Food produced and consumed on farms,9
13000,Georgia,30,      Clothing and footwear,14758.3
13000,Georgia,31,        Garments,11312.6
13000,Georgia,32,          Women's and girls' clothing,6863
13000,Georgia,33,          Men's and boys' clothing,3657.7
13000,Georgia,34,          Children's and infants' clothing,791.9
13000,Georgia,35,        Other clothing materials and footwear,3445.7
13000,Georgia,36,      Gasoline and other energy goods,13090.3
13000,Georgia,37,"        Motor vehicle fuels, lubricants, and fluids",12672.4
13000,Georgia,38,        Fuel oil and other fuels,417.9
13000,Georgia,39,      Other nondurable goods,44871.3
13000,Georgia,40,        Pharmaceutical and other medical products,17764.5
13000,Georgia,41,        Recreational items,7358.7
13000,Georgia,42,        Household supplies,7175.1
13000,Georgia,43,        Personal care products,5574.1
13000,Georgia,44,        Tobacco,3483.6
13000,Georgia,45,"        Magazines, newspapers, and stationery",3515.4
13000,Georgia,47,  Services,292680.8
13000,Georgia,48,    Household consumption expenditures (for services),287824.5
13000,Georgia,49,      Housing and utilities,80942.2
13000,Georgia,50,        Housing,68350.8
13000,Georgia,51,          Rental of tenant-occupied nonfarm housing,14967.2
13000,Georgia,52,          Imputed rental of owner-occupied nonfarm housing,52903.6
13000,Georgia,53,          Rental value of farm dwellings,438.2
13000,Georgia,54,          Group housing,41.7
13000,Georgia,55,        Household utilities,12591.4
13000,Georgia,56,          Water supply and sanitation,3186
13000,Georgia,57,          Electricity and gas,9405.4
13000,Georgia,58,            Electricity,7500.2
13000,Georgia,59,            Natural gas,1905.2
13000,Georgia,60,      Health care,71221
13000,Georgia,61,        Outpatient services,35148.6
13000,Georgia,62,          Physician services,21320
13000,Georgia,63,          Dental services,3820.8
13000,Georgia,64,          Paramedical services,10007.9
13000,Georgia,65,        Hospital and nursing home services,36072.3
13000,Georgia,66,          Hospitals,32005.4
13000,Georgia,67,          Nursing homes,4066.9
13000,Georgia,68,      Transportation services,15693
13000,Georgia,69,        Motor vehicle services,10630
13000,Georgia,70,          Motor vehicle maintenance and repair,6211.6
13000,Georgia,71,          Other motor vehicle services,4418.4
13000,Georgia,72,        Public transportation,5063
13000,Georgia,73,          Ground transportation,820.9
13000,Georgia,74,          Air transportation,4222.9
13000,Georgia,75,          Water transportation,19.2
13000,Georgia,76,      Recreation services,17983.8
13000,Georgia,77,"        Membership clubs, sports centers, parks, theaters, and museums",4222.7
13000,Georgia,78,"        Audio-video, photographic, and information processing equipment services",4595.4
13000,Georgia,79,        Gambling,7686
13000,Georgia,80,        Other recreational services,1479.7
13000,Georgia,81,      Food services and accommodations,32843.7
13000,Georgia,82,        Food services,29528.8
13000,Georgia,83,          Purchased meals and beverages,28816.1
13000,Georgia,84,          Food furnished to employees (including military),712.7
13000,Georgia,85,        Accommodations,3314.9
13000,Georgia,86,      Financial services and insurance,32715.7
13000,Georgia,87,        Financial services,21276.1
13000,Georgia,88,          Financial services furnished without payment,9648.9
13000,Georgia,89,"          Financial service charges, fees, and commissions",11627.3
13000,Georgia,90,        Insurance,11439.6
13000,Georgia,91,          Life insurance,2748.8
13000,Georgia,92,          Net household insurance,335.2
13000,Georgia,93,          Net health insurance,6368.3
13000,Georgia,94,          Net motor vehicle and other transportation insurance,1987.3
13000,Georgia,95,      Other services,36425.1
13000,Georgia,96,        Communication,8023.6
13000,Georgia,97,          Telecommunication services,5207.2
13000,Georgia,98,          Postal and delivery services,569.4
13000,Georgia,99,          Internet access,2246.9
13000,Georgia,100,        Education services,8199.2
13000,Georgia,101,          Higher education,5049.4
13000,Georgia,102,"          Nursery, elementary, and secondary schools",1656
13000,Georgia,103,          Commercial and vocational schools,1493.8
13000,Georgia,104,        Professional and other services,7014.8
13000,Georgia,105,        Personal care and clothing services,3336
13000,Georgia,106,        Social services and religious activities,5326.4
13000,Georgia,107,        Household maintenance,3672.7
13000,Georgia,108,        Net foreign travel,852.4
13000,Georgia,109,          Foreign travel by U.S. residents,2279
13000,Georgia,110,          Less: Expenditures in the United States by nonresidents,1426.6
13000,Georgia,111,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),4856.3
13000,Georgia,112,      Gross output of nonprofit institutions,41791.9
13000,Georgia,113,      Less: Receipts from sales of goods and services by nonprofit institutions,36935.6
15000,Hawaii,1,Personal consumption expenditures,70859.4
15000,Hawaii,2,  Goods,22394
15000,Hawaii,3,    Durable goods,7066.6
15000,Hawaii,4,      Motor vehicles and parts,2458.6
15000,Hawaii,5,        New motor vehicles,1584.5
15000,Hawaii,6,        Net purchases of used motor vehicles,628.9
15000,Hawaii,7,        Motor vehicle parts and accessories,245.2
15000,Hawaii,8,      Furnishings and durable household equipment,2087.7
15000,Hawaii,9,        Furniture and furnishings,1298.4
15000,Hawaii,10,        Household appliances,415.2
15000,Hawaii,11,"        Glassware, tableware, and household utensils",172.3
15000,Hawaii,12,        Tools and equipment for house and garden,201.8
15000,Hawaii,13,      Recreational goods and vehicles,1575.6
15000,Hawaii,14,"        Video, audio, photographic, and information processing equipment and media",1114.8
15000,Hawaii,15,"        Sporting equipment, supplies, guns, and ammunition",306.4
15000,Hawaii,16,        Sports and recreational vehicles,108.5
15000,Hawaii,17,        Recreational books,25.9
15000,Hawaii,18,        Musical instruments,20
15000,Hawaii,19,      Other durable goods,944.8
15000,Hawaii,20,        Jewelry and watches,322.4
15000,Hawaii,21,        Therapeutic appliances and equipment,417.4
15000,Hawaii,22,        Educational books,12.8
15000,Hawaii,23,        Luggage and similar personal items,129
15000,Hawaii,24,        Telephone and related communication equipment,63.2
15000,Hawaii,25,    Nondurable goods,15327.4
15000,Hawaii,26,      Food and beverages purchased for off-premises consumption,6698.2
15000,Hawaii,27,        Food and nonalcoholic beverages purchased for off-premises consumption,5612.6
15000,Hawaii,28,        Alcoholic beverages purchased for off-premises consumption,1084.9
15000,Hawaii,29,        Food produced and consumed on farms,0.7
15000,Hawaii,30,      Clothing and footwear,1906
15000,Hawaii,31,        Garments,1632.2
15000,Hawaii,32,          Women's and girls' clothing,942.4
15000,Hawaii,33,          Men's and boys' clothing,617.5
15000,Hawaii,34,          Children's and infants' clothing,72.3
15000,Hawaii,35,        Other clothing materials and footwear,273.7
15000,Hawaii,36,      Gasoline and other energy goods,875.6
15000,Hawaii,37,"        Motor vehicle fuels, lubricants, and fluids",778.1
15000,Hawaii,38,        Fuel oil and other fuels,97.5
15000,Hawaii,39,      Other nondurable goods,5847.7
15000,Hawaii,40,        Pharmaceutical and other medical products,2326.5
15000,Hawaii,41,        Recreational items,1084.2
15000,Hawaii,42,        Household supplies,554.9
15000,Hawaii,43,        Personal care products,735.2
15000,Hawaii,44,        Tobacco,545.2
15000,Hawaii,45,"        Magazines, newspapers, and stationery",601.5
15000,Hawaii,47,  Services,48465.4
15000,Hawaii,48,    Household consumption expenditures (for services),45297.9
15000,Hawaii,49,      Housing and utilities,15459.6
15000,Hawaii,50,        Housing,13988.5
15000,Hawaii,51,          Rental of tenant-occupied nonfarm housing,3853.7
15000,Hawaii,52,          Imputed rental of owner-occupied nonfarm housing,9576.7
15000,Hawaii,53,          Rental value of farm dwellings,551.9
15000,Hawaii,54,          Group housing,6.3
15000,Hawaii,55,        Household utilities,1471.1
15000,Hawaii,56,          Water supply and sanitation,578
15000,Hawaii,57,          Electricity and gas,893.1
15000,Hawaii,58,            Electricity,829.6
15000,Hawaii,59,            Natural gas,63.5
15000,Hawaii,60,      Health care,10738.4
15000,Hawaii,61,        Outpatient services,5519.4
15000,Hawaii,62,          Physician services,2529
15000,Hawaii,63,          Dental services,545.3
15000,Hawaii,64,          Paramedical services,2445.2
15000,Hawaii,65,        Hospital and nursing home services,5219
15000,Hawaii,66,          Hospitals,4590.4
15000,Hawaii,67,          Nursing homes,628.6
15000,Hawaii,68,      Transportation services,1882.1
15000,Hawaii,69,        Motor vehicle services,826
15000,Hawaii,70,          Motor vehicle maintenance and repair,636.8
15000,Hawaii,71,          Other motor vehicle services,189.2
15000,Hawaii,72,        Public transportation,1056.1
15000,Hawaii,73,          Ground transportation,196.8
15000,Hawaii,74,          Air transportation,814.7
15000,Hawaii,75,          Water transportation,44.6
15000,Hawaii,76,      Recreation services,2111.5
15000,Hawaii,77,"        Membership clubs, sports centers, parks, theaters, and museums",582.1
15000,Hawaii,78,"        Audio-video, photographic, and information processing equipment services",599.1
15000,Hawaii,79,        Gambling,763.9
15000,Hawaii,80,        Other recreational services,166.5
15000,Hawaii,81,      Food services and accommodations,4807.8
15000,Hawaii,82,        Food services,4023.3
15000,Hawaii,83,          Purchased meals and beverages,3870.6
15000,Hawaii,84,          Food furnished to employees (including military),152.7
15000,Hawaii,85,        Accommodations,784.4
15000,Hawaii,86,      Financial services and insurance,4995.4
15000,Hawaii,87,        Financial services,3001.9
15000,Hawaii,88,          Financial services furnished without payment,1636.3
15000,Hawaii,89,"          Financial service charges, fees, and commissions",1365.6
15000,Hawaii,90,        Insurance,1993.5
15000,Hawaii,91,          Life insurance,460.1
15000,Hawaii,92,          Net household insurance,57.2
15000,Hawaii,93,          Net health insurance,1001.8
15000,Hawaii,94,          Net motor vehicle and other transportation insurance,474.5
15000,Hawaii,95,      Other services,5303
15000,Hawaii,96,        Communication,1193.5
15000,Hawaii,97,          Telecommunication services,811.4
15000,Hawaii,98,          Postal and delivery services,32.7
15000,Hawaii,99,          Internet access,349.4
15000,Hawaii,100,        Education services,1325.4
15000,Hawaii,101,          Higher education,899
15000,Hawaii,102,"          Nursery, elementary, and secondary schools",208.2
15000,Hawaii,103,          Commercial and vocational schools,218.2
15000,Hawaii,104,        Professional and other services,715
15000,Hawaii,105,        Personal care and clothing services,614.1
15000,Hawaii,106,        Social services and religious activities,864.4
15000,Hawaii,107,        Household maintenance,415.7
15000,Hawaii,108,        Net foreign travel,174.8
15000,Hawaii,109,          Foreign travel by U.S. residents,527.9
15000,Hawaii,110,          Less: Expenditures in the United States by nonresidents,353
15000,Hawaii,111,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),3167.5
15000,Hawaii,112,      Gross output of nonprofit institutions,9802.5
15000,Hawaii,113,      Less: Receipts from sales of goods and services by nonprofit institutions,6635
16000,Idaho,1,Personal consumption expenditures,75541.2
16000,Idaho,2,  Goods,28749
16000,Idaho,3,    Durable goods,12380
16000,Idaho,4,      Motor vehicles and parts,4029.3
16000,Idaho,5,        New motor vehicles,1949.9
16000,Idaho,6,        Net purchases of used motor vehicles,1392.8
16000,Idaho,7,        Motor vehicle parts and accessories,686.5
16000,Idaho,8,      Furnishings and durable household equipment,2561.8
16000,Idaho,9,        Furniture and furnishings,1620.9
16000,Idaho,10,        Household appliances,442.5
16000,Idaho,11,"        Glassware, tableware, and household utensils",235.7
16000,Idaho,12,        Tools and equipment for house and garden,262.7
16000,Idaho,13,      Recreational goods and vehicles,4542.8
16000,Idaho,14,"        Video, audio, photographic, and information processing equipment and media",1043.3
16000,Idaho,15,"        Sporting equipment, supplies, guns, and ammunition",2108.3
16000,Idaho,16,        Sports and recreational vehicles,1259.8
16000,Idaho,17,        Recreational books,107.6
16000,Idaho,18,        Musical instruments,23.7
16000,Idaho,19,      Other durable goods,1246.1
16000,Idaho,20,        Jewelry and watches,422.2
16000,Idaho,21,        Therapeutic appliances and equipment,465.5
16000,Idaho,22,        Educational books,9
16000,Idaho,23,        Luggage and similar personal items,151.8
16000,Idaho,24,        Telephone and related communication equipment,197.7
16000,Idaho,25,    Nondurable goods,16368.9
16000,Idaho,26,      Food and beverages purchased for off-premises consumption,6266.4
16000,Idaho,27,        Food and nonalcoholic beverages purchased for off-premises consumption,5425.1
16000,Idaho,28,        Alcoholic beverages purchased for off-premises consumption,822
16000,Idaho,29,        Food produced and consumed on farms,19.2
16000,Idaho,30,      Clothing and footwear,1895.6
16000,Idaho,31,        Garments,1455.4
16000,Idaho,32,          Women's and girls' clothing,820.8
16000,Idaho,33,          Men's and boys' clothing,540.1
16000,Idaho,34,          Children's and infants' clothing,94.5
16000,Idaho,35,        Other clothing materials and footwear,440.2
16000,Idaho,36,      Gasoline and other energy goods,2648
16000,Idaho,37,"        Motor vehicle fuels, lubricants, and fluids",2418.5
16000,Idaho,38,        Fuel oil and other fuels,229.4
16000,Idaho,39,      Other nondurable goods,5559
16000,Idaho,40,        Pharmaceutical and other medical products,2094.6
16000,Idaho,41,        Recreational items,1233.9
16000,Idaho,42,        Household supplies,819.9
16000,Idaho,43,        Personal care products,598.7
16000,Idaho,44,        Tobacco,507.4
16000,Idaho,45,"        Magazines, newspapers, and stationery",304.5
16000,Idaho,47,  Services,46792.3
16000,Idaho,48,    Household consumption expenditures (for services),45829.2
16000,Idaho,49,      Housing and utilities,13513
16000,Idaho,50,        Housing,11809.7
16000,Idaho,51,          Rental of tenant-occupied nonfarm housing,1906.5
